info_manteqa,minority_rep,idp_now,manteqa_leadership,com_group_ag,com_group_wash,com_group_edu,com_group_health,com_group_finance,com_group_women,com_group_youth,com_group_civ_soc,former_sector,new_sector,job_needed,unemployed,financial_services,women_outside,women_barriers,women_business,women_challenge,financial_services_equal,work_migration,migrant_work,migrant_jobs,production_non_ag,export_non_ag,import_non_ag,trend_non_ag,export_ag,import_ag,trend_ag,production_livestock,export_livestock,import_livestock,trend_livestock,markets_present,markets_other_manteqa,market_access,markets_marginal_access,trade_markets_in,trade_markets_in_access,voc_women,voc_men,public_transit,edu_access,health_access,water_knowledge,water_repair,water_tools,water_staff,water_fee,attendance_boys,attendance_girls,edu_marginal_access,health_access_equal,enough_water,hc_remain_perc,nomads,idp_perc,market_barrier,market_access_why,trade_markets_in_access_why,goods_access,market_seasonality,market_goods,men_iliterate,men_primary,men_secondary,women_iliterate,women_primary,women_secondary,transit_sufficient,public_transit_challenge_type,drinking_water,cleaning_water,enough_water_why,water_mgmt,edu_access_why,health_access_why,edu_teachers,edu_books,edu_training,edu_supplies,edu_sanitation,attendance_boys_perc,attendance_boys_why,attendance_girls_perc,attendance_girls_why,health_staff,health_training,health_tools,health_medication,health_water,water_access_equal,refugee_return_now,manteqa_leadership_type,minority_rep_type,com_group_ag_type,com_group_wash_type,com_group_edu_type,com_group_health_type,com_group_finance_type,com_group_civ_soc_type,com_group_civ_soc_sup,info_language,econ_sector,former_sector_type,new_sector_type,job_needed_sector,unemployed_why,financial_services_type,women_barriers_type,women_business_sector,women_challenge_type,financial_services_women,work_migration_who,production_non_ag_type,export_non_ag_type,import_non_ag_type,trend_non_ag_type,production_ag,production_ag_type,export_ag_type,import_ag_type,trend_ag_type,production_animals,production_livestock_type,export_livestock_type,import_livestock_type,trend_livestock_type,markets_marginal_access_who,goods_access_why,good_types,voc_women_avail,voc_men_avail,voc_train_who,voc_women_need,voc_men_need,edu_type,edu_infrastructure,health_services,edu_source,water_access_marginal,edu_marginal_access_who,health_access_marginal,school_fee_cost,textbook_cost,uniforms_cost,health_cost,transit_cost,water_fee_amt
khwaja_qushri,no,yes,yes,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,NA,no,yes,no,yes,no,NA,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no,no,yes,NA,NA,NA,yes,no,no,yes,yes,yes,no,no,no,no,no,yes,yes,yes,yes,no,less_half,no,none,too_far,NA,NA,NA,NA,NA,less_half,less_half,less_half,less_half,less_half,less_half,yes,insecurity,spring,spring,drought,no_mgmt,NA,NA,yes,no,yes,no,no,more_half,insecurity,more_half,insecurity,yes,yes,no,no,no,yes,no,arbab mullah shura,,,,,chw_f widwife,,other,none,dari uzbek turkmen,agriculture handicrafts sales,,,manufacturing communications services public_administration,too_few_jobs,,,,not_allowed,none,young_men adult_men,wood sheep_skin,wood sheep_skin,handicrafts silk,,yes,wheat grain nuts fruits roots vegetables,grain nuts fruits roots vegetables,rice cotton tobacco nuts beans wheat,cotton tobacco opium,cows sheep goats chickens,hh_consumption milk_eggs labour,milk_eggs meat_sold labour hh_consumption,meat_sold fertilizer,,,,,,,,business it healthcare teacher religious agriculture artisanship,business it artisanship healthcare teacher religious language agriculture,government,building,outpatient,national_gov,women disabled ethnic_discrimination,women disabled ethnic_discrimination,women ethnic_discrimination disabled,0,1875,NA,137.5,225,NA
khwaja_tebchaq_/_qarai_qaisar,yes,yes,yes,yes,yes,no,yes,no,no,yes,no,no,no,yes,yes,no,yes,yes,no,yes,no,yes,yes,NA,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,NA,yes,yes,yes,yes,yes,yes,no,yes,yes,no,no,no,no,yes,yes,yes,yes,NA,no,less_half,yes,less_half,NA,NA,dangerous,yes,yes,yes,less_half,less_half,less_half,less_half,less_half,less_half,NA,NA,open_water,open_water,closed,mirab,NA,no_staff,no,no,no,no,no,more_half,no_money,more_half,no_money,no,no,no,no,No,no,yes,malim quarya_dar shura arbab mullah mirab,youth,ag_coop,water_user_assoc irrigation,,chw_m chw_f widwife shura,village_savings community_based_savings,,,dari uzbek,agriculture handicrafts sales,,,manufacturing sales services handicrafts social_services,too_few_jobs,village_savings community_savings,not_allowed no_education,,not_allowed women_punished,none village_savings community_savings,young_men adult_men,wood sheep_skin carpets handicrafts,wood sheep_skin carpets handicrafts,wood carpets handicrafts sheep_skin silk,silk,yes no,wheat grain tobacco fruits roots vegetables nuts opium cotton,tobacco fruits roots vegetables grain opium wheat,wheat grain rice cotton nuts fruits roots vegetables beans herbs tobacco opium,opium,cows sheep goats chickens,hh_consumption milk_eggs meat_sold labour,milk_eggs meat_sold labour hh_consumption,hh_consumption milk_eggs meat_sold labour fertilizer,,women disabled,items_expensive,vegetables,cosmetics teacher language religious artisanship agriculture,agriculture cosmetics teacher language religious artisanship healthcare,government ingo int_donors training_centre,artisanship cosmetics healthcare teacher language religious business it agriculture,agriculture business artisanship cosmetics healthcare teacher language religious it,government madrasa,tent,outpatient,national_gov,,women,,0,1525,NA,NA,NA,NA
lafrayee,NA,no,yes,no,no,no,yes,no,no,no,no,no,no,yes,yes,no,no,NA,no,yes,no,yes,no,NA,yes,NA,yes,yes,yes,yes,no,yes,yes,yes,no,no,yes,NA,NA,NA,yes,no,no,no,yes,yes,no,no,no,yes,no,yes,yes,NA,yes,no,less_half,no,NA,too_far,NA,dangerous,NA,NA,NA,less_half,less_half,none,less_half,none,none,NA,NA,water_pool,water_pool,too_far,no_mgmt,insecurity,no_staff,no,no,no,no,no,more_half,other,less_half,dangerous,no,no,no,no,no,no,no yes,shura mullah,,,,,widwife,,,,dari,agriculture handicrafts transport,,,services social_services transport public_administration,no_land no_education,,,,no_skills no_money,none,young_men adult_men,carpets handicrafts,,wood carpets handicrafts sheep_skin silk,,no yes,wheat grain rice cotton tobacco nuts fruits roots vegetables beans herbs,wheat,wheat grain rice tobacco fruits roots vegetables beans cotton nuts herbs opium,,cows sheep goats chickens,hh_consumption meat_sold labour,meat_sold labour,hh_consumption milk_eggs fertilizer meat_sold labour,,,,,,,,business agriculture artisanship other it cosmetics healthcare teacher language religious,business agriculture artisanship it cosmetics teacher language religious healthcare,government,tent,outpatient,national_gov,,,women,NA,NA,NA,NA,NA,NA
lawlash_1,no,yes,yes,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,NA,no,yes,no,yes,yes,NA,yes,yes,yes,no,yes,yes,no,yes,yes,yes,no,no,yes,NA,NA,NA,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no,NA,yes,NA,yes,no,less_half,no,less_half,too_far,NA,dangerous,NA,NA,NA,less_half,less_half,less_half,less_half,less_half,less_half,NA,NA,piped,piped,part_time,no_mgmt,insecurity,insecurity,no,no,no,no,no,NA,NA,more_half,no_money,no,no,no,no,no,no,no yes dontknow,quarya_dar shura mullah,,,,,widwife,,agriculture socio_cultural wash shelter_nfi,none women youth minorities,dari uzbek,agriculture handicrafts sales public_administration transport,,,handicrafts social_services public_administration services agriculture transport manufacturing sales communications,too_few_jobs no_skills no_education minorities,,,,can_not_travel women_punished not_allowed no_skills,none,young_men adult_men,wood carpets handicrafts sheep_skin,wood carpets handicrafts,carpets wood handicrafts silk sheep_skin,,yes,wheat grain nuts fruits vegetables beans roots tobacco opium,wheat fruits,rice cotton fruits beans tobacco herbs roots vegetables nuts,,cows sheep goats chickens,hh_consumption meat_sold labour milk_eggs,hh_consumption meat_sold labour,hh_consumption milk_eggs fertilizer meat_sold labour,,,,,artisanship agriculture,agriculture business religious,cso agriculture ingo,none business artisanship agriculture healthcare cosmetics it teacher language religious,none agriculture business healthcare it teacher artisanship cosmetics language religious,government madrasa,tent,outpatient,local_gov,ethnic_discrimination,,disabled men ethnic_discrimination youth,NA,NA,NA,NA,NA,NA
lawlash_2,yes,yes,yes,yes,no,yes,yes,no,no,yes,no,no,no,yes,yes,no,no,NA,no,yes,no,yes,no,NA,yes,yes,yes,no,yes,yes,no,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,yes,yes,no,no,less_half,yes,less_half,too_far,NA,dangerous,yes,no,no,less_half,less_half,less_half,less_half,less_half,less_half,NA,NA,open_water,open_water,too_far,no_mgmt,insecurity,NA,no,no,no,no,no,less_half,need_to_work,less_half,need_to_work,no,no,no,no,yes,no,no yes dontknow,arbab shura quarya_dar mullah,minorities youth,farmer_group,,school_mgmt_committees,widwife,community_based_savings,,,dari,agriculture handicrafts sales public_administration,,,services transport social_services communications public_administration,no_credit too_few_jobs no_land no_education minorities,community_savings microfinance,,,not_allowed no_money no_skills no_knowledge,none community_savings microfinance,young_men adult_men,wood carpets handicrafts sheep_skin,handicrafts sheep_skin carpets,carpets silk handicrafts,,yes,wheat grain nuts fruits roots beans vegetables tobacco opium,opium,rice cotton roots vegetables beans fruits herbs nuts,,cows sheep goats chickens,milk_eggs meat_sold labour,meat_sold labour,labour hh_consumption fertilizer milk_eggs,,men ethnic_discrimination disabled youth,,grain fuel textiles,agriculture business artisanship,agriculture business artisanship healthcare,ingo int_donors,artisanship cosmetics healthcare it teacher language religious business,business it healthcare agriculture teacher cosmetics language religious artisanship,government,tent,outpatient,local_gov national_gov,,men ethnic_discrimination,,NA,NA,NA,150,NA,NA
maimana,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,NA,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,yes,less_half,yes,less_half,NA,NA,NA,yes,yes,yes,more_half,more_half,more_half,less_half,more_half,more_half,yes,NA,handpump,open_water,NA,mirab,NA,NA,yes,no,yes,no,yes,less_half,no_money,less_half,no_money,yes,yes,yes,yes,yes,no,yes,shura,youth women,ag_coop,water_user_assoc water_sanit,school_mgmt_committees pta,chw_f chw_m widwife,sarafi_hawala,socio_cultural wash education agriculture womens_rights,youth women,dari pashto uzbek arabic,agriculture handicrafts sales services communications,,,communications services social_services manufacturing,too_few_jobs,sarafi_hawala,few_jobs women_danger,handicrafts communications,not_allowed no_money,sarafi_hawala,young_men,carpets sheep_skin,carpets sheep_skin,wood handicrafts silk,,yes,wheat grain fruits roots beans nuts,fruits beans grain,wheat rice cotton fruits herbs nuts tobacco,cotton tobacco opium,cows sheep goats chickens,milk_eggs meat_sold,,fertilizer labour,,,,,it artisanship cosmetics healthcare teacher language religious agriculture,agriculture it,government ingo,business teacher language agriculture cosmetics it artisanship healthcare,business agriculture teacher language it,government madrasa,building,outpatient inpatient surgery tb malaria dental eyes,national_gov,,,,0,NA,NA,457.77777777777777,616.6666666666666,NA
malghay,no,yes,yes,no,no,no,yes,no,no,no,yes,no,no,yes,no,no,no,NA,no,no,yes,yes,yes,NA,no,NA,yes,no,NA,yes,no,yes,yes,yes,no,no,no,NA,NA,NA,no,no,no,no,no,yes,yes,yes,yes,yes,no,NA,NA,NA,NA,no,less_half,Yes,less_half,too_far,NA,dangerous,NA,NA,NA,less_half,less_half,"less_half, none","less_half, none","less_half, none","less_half, none",NA,NA,water_pool,water_pool,too_far,no_mgmt,"insecurity, no_resources",no_staff,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,no,no,no,no,shura arbab mullah,,,,,widwife,village_savings community_savings savings_credit wba sarafi_hawala,other,none,dari,agriculture handicrafts,,,handicrafts transport social_services manufacturing sales services public_administration,,microfinance village_savings community_savings savings_credit wba sarafi_hawala,,,,none microfinance village_savings community_savings savings_credit wba sarafi_hawala,young_men adult_men,,,carpets handicrafts silk sheep_skin,,no yes,wheat grain,,rice nuts fruits,,cows sheep goats chickens,meat_sold labour,meat_sold labour,hh_consumption meat_sold labour,,,,,,,,artisanship healthcare agriculture business it cosmetics teacher language religious,business artisanship agriculture cosmetics it healthcare teacher language religious,,,outpatient,,,,,NA,NA,NA,NA,NA,NA
markaz_(balkh),yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,NA,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,NA,NA,no,none,yes,less_half,too_far,safety,too_far,yes,yes,yes,less_half,less_half,less_half,less_half,less_half,less_half,yes,"bad_road, insecurity",borehole,handpump,overwhelmed,mirab,no_resources,too_far,yes,no,no,no,no,less_half,no_money,less_half,girls_marry,no,no,no,no,yes,no,no yes,arbab mullah chakbashi mirab malim quarya_dar shura,women youth minorities idps,ag_coop farmer_group,water_sanit water_user_assoc water_user_group irrigation,self_help pta school_mgmt_committees,shura chw_m chw_f,community_based_savings village_savings,socio_cultural,youth women,dari pashto uzbek,agriculture handicrafts manufacturing sales transport services,agriculture manufacturing communications,agriculture handicrafts,agriculture sales services communications handicrafts manufacturing,too_few_jobs,community_savings village_savings microfinance,few_jobs not_allowed,agriculture handicrafts,no_money no_skills not_allowed,community_savings microfinance none,young_men older_boys adult_men,wood carpets handicrafts other,wood carpets handicrafts,wood carpets handicrafts sheep_skin silk,,dontknow yes no,wheat grain cotton vegetables nuts tobacco fruits roots beans herbs,wheat grain cotton vegetables tobacco fruits herbs roots nuts,wheat grain rice cotton tobacco nuts fruits vegetables beans herbs roots,tobacco herbs opium,cows sheep goats chickens,hh_consumption milk_eggs meat_sold labour fertilizer,hh_consumption milk_eggs meat_sold labour,hh_consumption milk_eggs meat_sold labour,,disabled,items_expensive,grain,agriculture business artisanship,agriculture business artisanship teacher,cso ingo vocational_school,it artisanship cosmetics healthcare agriculture teacher language,agriculture business it language teacher religious artisanship healthcare,government cbe madrasa,building,outpatient inpatient surgery dental eyes malaria hiv other,mosque national_gov ingo,,,,NA,NA,NA,NA,NA,NA
markaz_(dawlatabad),yes,yes,yes,yes,yes,yes,yes,no,no,yes,yes,yes,yes,yes,yes,no,no,NA,no,yes,yes,yes,yes,NA,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,NA,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,less_half,yes,less_half,NA,NA,NA,yes,yes,yes,half,less_half,less_half,less_half,less_half,less_half,yes,insecurity,handpump,handpump,drought,committee,insecurity,NA,yes,no,yes,no,no,less_half,no_money,"more_half, none","dangerous, insecurity",yes,yes,no,no,yes,no,no yes,arbab quarya_dar shura mullah malim,youth women minorities,ag_coop farmer_group breeder_coop,water_user_assoc irrigation water_sanit water_user_group,school_mgmt_committees pta self_help,shura chw_m chw_f widwife,women_BA community_based_savings village_savings,socio_cultural wash education agriculture womens_rights health,youth minorities women,dari pashto uzbek turkmen,agriculture handicrafts sales,manufacturing public_administration agriculture handicrafts sales communications social_services services,communications public_administration services manufacturing social_services,manufacturing communications services transport handicrafts social_services agriculture,no_education minorities too_few_jobs,wba community_savings village_savings,,,women_punished can_not_travel no_money,wba community_savings village_savings,older_boys young_men adult_men,wood carpets handicrafts sheep_skin,wood carpets handicrafts sheep_skin silk,wood carpets handicrafts silk,wood sheep_skin silk,yes no,wheat grain fruits roots nuts,wheat grain fruits roots,rice cotton beans wheat fruits opium tobacco,cotton tobacco opium,cows sheep goats chickens,milk_eggs meat_sold labour hh_consumption,milk_eggs meat_sold labour hh_consumption,milk_eggs meat_sold fertilizer hh_consumption labour,labour fertilizer,women ethnic_discrimination disabled,,,agriculture business artisanship it,agriculture business artisanship healthcare language it,government vocational_school ingo training_centre cso,it artisanship agriculture cosmetics teacher healthcare business,it artisanship teacher healthcare business cosmetics agriculture,government madrasa,building,outpatient malaria inpatient dental tb,local_gov national_gov,ethnic_discrimination disabled women,women ethnic_discrimination,women ethnic_discrimination disabled,NA,NA,NA,177.77777777777777,333.3333333333333,644.4444444444445
markaz_(hazrat-e-sultan),yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,no,yes,yes,yes,yes,NA,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,NA,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,less_half,Yes,"less_half, none",too_far,NA,too_far,yes,yes,no,less_half,less_half,less_half,less_half,less_half,less_half,yes,insecurity,borehole,shallow_well,drought,no_mgmt,no_resources,no_staff,yes,yes,yes,yes,yes,"half, less_half",no_money,less_half,no_money,yes,no,no,no,yes,no,no yes,arbab quarya_dar shura mullah chakbashi malim,minorities youth women,ag_coop farmer_group,water_user_assoc water_user_group irrigation water_sanit,self_help school_mgmt_committees,chw_m chw_f widwife,village_savings,socio_cultural health education agriculture womens_rights development wash shelter_nfi,youth women minorities,dari pashto uzbek,agriculture handicrafts social_services sales transport services,agriculture,handicrafts social_services,communications sales services handicrafts social_services agriculture,too_few_jobs,microfinance village_savings,few_jobs,,not_allowed can_not_travel no_skills no_money,microfinance village_savings sarafi_hawala none,young_women adult_men young_men older_boys,wood handicrafts,handicrafts,carpets handicrafts wood sheep_skin,handicrafts,no yes,wheat grain fruits roots beans herbs cotton vegetables,wheat grain cotton,wheat grain rice cotton fruits roots vegetables beans tobacco nuts herbs,tobacco,cows sheep goats chickens,hh_consumption milk_eggs meat_sold labour,milk_eggs labour,hh_consumption milk_eggs meat_sold labour fertilizer,,,items_expensive,vegetables grain fuel livestock textiles jewlery tools,artisanship cosmetics teacher,agriculture artisanship teacher,government training_centre other,agriculture artisanship healthcare teacher cosmetics language it,agriculture artisanship healthcare business it teacher religious cosmetics language,government madrasa,building,inpatient outpatient tb malaria,national_gov mosque,women ethnic_discrimination disabled,women disabled,ethnic_discrimination,NA,NA,NA,NA,NA,NA
markaz_(shirintagab),no,yes,yes,no,yes,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,NA,no,yes,no,yes,yes,NA,yes,yes,yes,no,yes,yes,no,yes,yes,yes,no,yes,NA,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,NA,yes,yes,less_half,no,less_half,NA,NA,NA,yes,yes,yes,less_half,half,less_half,less_half,less_half,less_half,yes,"cost_too_high, insecurity",handpump,handpump,NA,no_mgmt,insecurity,NA,yes,no,yes,yes,no,less_half,need_to_work,all,dangerous,yes,no,no,no,yes,no,yes no,quarya_dar arbab mullah shura mirab,,,water_user_assoc,,shura chw_m chw_f,,socio_cultural,youth,dari pashto uzbek,agriculture handicrafts communications sales services,,,services social_services communications transport manufacturing,minorities no_education other,,,,not_allowed woman_punished women_punished no_money,none,young_men adult_men older_boys,carpets handicrafts sheep_skin wood,carpets sheep_skin,wood handicrafts silk carpets,,yes,wheat grain fruits roots vegetables,fruits roots,wheat rice cotton fruits beans grain roots vegetables,,cows sheep goats chickens,milk_eggs meat_sold hh_consumption,milk_eggs meat_sold other,meat_sold milk_eggs labour hh_consumption,,women,items_expensive,,artisanship,,ingo,it healthcare business artisanship agriculture teacher religious,artisanship healthcare agriculture business it cosmetics teacher religious,government madrasa,building,inpatient outpatient surgery tb malaria hiv,national_gov,,,women disabled ethnic_discrimination,NA,NA,NA,161.11111111111111,NA,NA
mazar-e-sharif,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,NA,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,less_half,no,less_half,too_far,safety,too_far,yes,yes,yes,more_half,half,half,half,half,half,yes,cost_too_high,borehole,borehole,drought,no_mgmt,"insecurity, no_resources",no_staff,yes,yes,yes,yes,yes,less_half,no_money,less_half,no_money,yes,yes,yes,yes,yes,no,no yes,arbab mullah malim quarya_dar shura mirab,women youth minorities idps,,water_user_assoc irrigation water_sanit water_user_group,self_help school_mgmt_committees pta,chw_f widwife shura chw_m,savings_credit community_based_savings village_savings sarafi_hawala,socio_cultural education womens_rights agriculture development health wash shelter_nfi legal,youth women minorities,dari uzbek turkmen pashto arabic,handicrafts manufacturing sales agriculture public_administration services transport communications,handicrafts services,other agriculture handicrafts communications sales,agriculture handicrafts social_services communications services manufacturing,too_few_jobs,microfinance savings_credit community_savings village_savings sarafi_hawala,not_allowed few_jobs no_skills women_danger,,no_money can_not_travel not_allowed,microfinance savings_credit community_savings,young_men adult_men older_boys older_girls,carpets sheep_skin wood handicrafts,carpets other sheep_skin handicrafts,wood carpets handicrafts,,no yes,wheat grain rice fruits vegetables cotton tobacco nuts roots,fruits,wheat grain rice cotton fruits roots beans herbs nuts vegetables,fruits roots vegetables,chickens cows sheep goats,meat_sold hh_consumption milk_eggs fertilizer,hh_consumption milk_eggs,hh_consumption milk_eggs meat_sold fertilizer,hh_consumption milk_eggs meat_sold,disabled women,not_available items_expensive,vegetables grain livestock textiles,language teacher artisanship,teacher artisanship language it,training_centre cso other ingo int_donors,artisanship cosmetics healthcare teacher it language agriculture business religious,agriculture business it other artisanship teacher cosmetics healthcare language religious,no_school government madrasa cbe,other building tent,outpatient inpatient surgery dental other tb eyes malaria hiv,local national_gov mosque ingo,women men youth,women disabled men,women youth men,NA,NA,NA,NA,NA,NA
meyan_dara,NA,no,yes,yes,no,no,yes,no,no,yes,no,yes,yes,yes,no,no,no,NA,no,yes,no,yes,no,NA,no,NA,yes,yes,NA,yes,no,yes,NA,yes,yes,no,yes,NA,NA,NA,yes,no,no,yes,yes,yes,no,no,no,no,no,yes,yes,yes,yes,no,less_half,no,NA,never_market,NA,dangerous,NA,NA,NA,more_half,less_half,none,none,less_half,none,yes,NA,kariz,kariz,too_far,no_mgmt,no_resources,NA,no,no,no,no,no,less_half,need_to_work,less_half,insecurity,no,no,no,no,no,no,no dontknow yes,arbab mullah,,farmer_group,,,chw_m chw_f widwife,,,,uzbek dari,agriculture services transport handicrafts,handicrafts,handicrafts,handicrafts manufacturing communications social_services,,,,,can_not_travel not_allowed,none,older_boys young_men adult_men,,,carpets handicrafts,carpets sheep_skin silk handicrafts,no yes,wheat grain,,rice cotton tobacco nuts fruits roots vegetables beans herbs,,cows sheep goats,meat_sold other,,hh_consumption milk_eggs fertilizer labour meat_sold,meat_sold,,,,,,,it artisanship teacher healthcare,business it cosmetics teacher language agriculture healthcare artisanship,government madrasa,tent,outpatient malaria,national_gov,ethnic_discrimination,women ethnic_discrimination,women ethnic_discrimination,NA,NA,NA,0,300,NA
nawa-e-khushk,yes,yes,yes,no,yes,no,yes,no,no,yes,no,no,no,yes,yes,no,no,NA,no,yes,no,yes,no,NA,yes,no,yes,no,no,yes,no,yes,no,yes,no,yes,NA,yes,no,yes,yes,no,no,yes,no,no,no,no,yes,no,no,NA,NA,NA,NA,yes,less_half,yes,less_half,NA,NA,NA,yes,yes,yes,less_half,more_half,less_half,less_half,less_half,less_half,yes,NA,borehole,borehole,NA,mirab,no_resources,no_staff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,arbab,youth,,water_user_assoc,,chw_f,,,,dari uzbek,agriculture handicrafts sales transport,,,communications services social_services manufacturing public_administration,no_education,,,,not_allowed,none,young_men,carpets,,handicrafts,,yes,wheat grain fruits nuts beans,,rice cotton nuts fruits roots beans,,cows sheep goats chickens,hh_consumption meat_sold,,fertilizer,,,,,,,,artisanship teacher language healthcare it cosmetics,business teacher language it religious healthcare artisanship,,,,,,,,NA,NA,NA,NA,500,NA
omali,yes,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,NA,no,yes,yes,yes,no,NA,yes,yes,yes,no,yes,yes,no,yes,NA,yes,no,no,yes,NA,NA,NA,yes,no,no,yes,yes,yes,no,no,yes,yes,no,NA,NA,NA,NA,no,"less_half, none",no,less_half,too_far,NA,dangerous,NA,NA,NA,less_half,less_half,less_half,none,"less_half, none","less_half, none",yes,insecurity,spring,spring,too_far,no_mgmt,insecurity,"insecurity, no_staff",yes,dontknow,dontknow,yes,No,NA,NA,NA,NA,yes,dontknow,No,No,yes,no,no,arbab mullah shura,youth,,,,chw_f widwife chw_m,community_based_savings,,,dari uzbek,agriculture sales transport handicrafts,,,,too_few_jobs,community_savings,,,not_allowed can_not_travel no_skills,sarafi_hawala none community_savings,older_boys young_men adult_men,carpets sheep_skin wood silk,wood sheep_skin,wood carpets handicrafts sheep_skin silk,,yes,wheat grain fruits herbs nuts vegetables,wheat grain,wheat grain rice cotton tobacco nuts fruits roots beans herbs vegetables,,cows sheep goats chickens,hh_consumption milk_eggs meat_sold labour,,hh_consumption milk_eggs meat_sold labour fertilizer,,,,,,,,it artisanship cosmetics healthcare teacher agriculture,agriculture business it teacher language religious artisanship healthcare,government,building,outpatient,national_gov,,,,NA,NA,NA,NA,NA,NA
owzan,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,yes,yes,yes,no,NA,no,yes,yes,yes,yes,NA,yes,NA,yes,no,yes,yes,no,yes,yes,yes,no,no,yes,NA,NA,NA,yes,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,no,NA,no,less_half,dontknow,"less_half, none",too_far,NA,NA,NA,NA,NA,less_half,less_half,less_half,none,none,none,yes,not_enough_vehicles,kandaz,kandaz,drought,no_mgmt,NA,no_staff,yes,yes,yes,yes,no,less_half,no_money,"all, less_half",girls_cant_attend,yes,yes,no,no,yes,no,no yes,arbab quarya_dar shura,women minorities youth idps,ag_coop farmer_group,water_user_assoc water_user_group irrigation water_sanit,school_mgmt_committees other pta,chw_f widwife,women_BA village_savings,socio_cultural development,youth women,dari pashto uzbek,agriculture social_services other transport,,,handicrafts sales services communications,no_credit,wba village_savings,,,not_allowed no_money,wba,young_men adult_men,wood,,wood carpets handicrafts,,yes,wheat grain beans nuts fruits roots vegetables,wheat grain fruits,rice cotton fruits vegetables,,cows sheep goats chickens,hh_consumption milk_eggs meat_sold labour,meat_sold,milk_eggs meat_sold labour,,,,,,,,artisanship healthcare business cosmetics teacher agriculture,agriculture business healthcare teacher,government madrasa,building,outpatient,national_gov,,,,0,800,666.6666666666666,NA,433.3333333333333,NA
panj_qarya,yes,no,yes,no,no,no,yes,no,no,yes,no,no,no,yes,yes,no,no,NA,no,yes,yes,yes,no,NA,yes,NA,yes,no,yes,yes,no,yes,yes,yes,no,no,yes,NA,NA,NA,yes,no,no,yes,yes,yes,no,yes,yes,yes,no,NA,NA,NA,NA,no,none,no,NA,too_far,NA,too_expensive,NA,NA,NA,less_half,less_half,less_half,less_half,less_half,less_half,yes,insecurity,spring,spring,drought,no_mgmt,too_cold,insecurity,yes,yes,dontknow,yes,No,NA,NA,NA,NA,yes,dontknow,no,no,yes,no,no,arbab mullah shura,minorities youth,,,,chw_m chw_f widwife shura,community_based_savings,,,dari uzbek,agriculture transport handicrafts sales,,,agriculture sales services,too_few_jobs,microfinance community_savings,,,can_not_travel no_money women_punished,microfinance sarafi_hawala community_savings none,young_men adult_men,carpets sheep_skin wood handicrafts,,wood carpets handicrafts sheep_skin silk,,no yes,wheat grain fruits nuts roots vegetables,wheat grain,wheat grain rice cotton tobacco fruits beans roots herbs nuts vegetables,,cows sheep goats chickens,hh_consumption milk_eggs meat_sold labour,hh_consumption,hh_consumption milk_eggs meat_sold labour,,,,,,,,artisanship agriculture it cosmetics healthcare teacher,artisanship agriculture business it teacher language,government,building,outpatient,national_gov,,,,NA,NA,NA,NA,NA,NA
